Family,Genome,Source information,Accession,Date completed,Date updated,Genome length,Number of proteins,Host
Geminiviridae,Ageratum yellow vein Sri Lanka virus,-,NC_002981,07/04/2001,08/13/2018,2748 nt,6,plants
Geminiviridae,Ageratum yellow vein Taiwan virus,-,NC_004627,03/21/2003,08/13/2018,2734 nt,6,plants
Geminiviridae,Alfalfa leaf curl virus,isolate:44-1E,NC_027714,08/18/2015,08/13/2018,2745 nt,7,plants
Geminiviridae,Allamanda leaf curl virus,isolate:G10,NC_010947,06/12/2008,08/13/2018,2755 nt,6,plants
Geminiviridae,Allamanda leaf mottle distortion virus,isolate:Al-K1,"['NC_024009', 'NC_040180']",04/15/2014,08/13/2018,5462 nt,8,plants
Geminiviridae,Alternanthera yellow vein virus,isolate:G38,NC_007211,07/21/2005,08/13/2018,2745 nt,6,plants
Geminiviridae,Andrographis yellow vein leaf curl virus,isolate:A-64,NC_028262,11/05/2015,08/13/2018,2754 nt,5,plants
Geminiviridae,Apple geminivirus PL-2015,isolate:China,NC_026760,04/04/2015,08/13/2018,2932 nt,6,plants
Geminiviridae,Asystasia mosaic Madagascar virus,isolate:MG493,"['NC_026513', 'NC_026514']",02/26/2015,08/13/2018,5404 nt,8,plants
Geminiviridae,Axonopus compressus streak virus,isolate:ACSV_NG_g84_oba_2007,NC_023864,03/31/2014,08/13/2018,2858 nt,4,plants
Geminiviridae,Baminivirus,isolate:BamiV,NC_023850,04/01/2014,08/13/2018,2806 nt,3,plants
Geminiviridae,Bean calico mosaic virus,-,"['NC_003504', 'NC_003505']",04/04/1999,08/13/2018,5175 nt,7,plants
Geminiviridae,Bean chlorosis virus,isolate:Venezuela:La Barinesa 459:2006,"['NC_019568', 'NC_019569']",12/03/2012,08/13/2018,5279 nt,7,plants
Geminiviridae,Bean chlorotic mosaic virus,isolate:Venezuela:Rubio 932:2007,NC_022003,08/09/2013,08/13/2018,2566 nt,2,plants
Geminiviridae,Bean dwarf mosaic virus,-,"['NC_001930', 'NC_001931']",04/28/1993,08/13/2018,5191 nt,6,plants
Geminiviridae,Bean golden mosaic virus,strain:Type I; isolate:Brazil,"['NC_004042', 'NC_004043']",08/02/1993,08/13/2018,5197 nt,6,plants
Geminiviridae,Bean golden yellow mosaic virus,isolate:Puerto Rico-Japan,"['NC_001439', 'NC_001438']",04/29/1993,08/13/2018,5232 nt,8,plants
Geminiviridae,Bean golden yellow mosaic virus-[Dominican Republic],strain:type II; isolate:BGMV-DR,"['NC_038790', 'NC_038791']",08/24/2018,08/25/2018,5255 nt,5,plants
Geminiviridae,Bean leaf crumple virus,isolate:HA,NC_043524,06/28/2019,06/28/2019,2598 nt,5,plants
Geminiviridae,Bean white chlorosis mosaic virus,isolate:Venezuela:Rubio 932:2007,NC_022005,08/09/2013,08/13/2018,2597 nt,5,plants
Geminiviridae,Bean yellow dwarf virus,-,NC_003493,07/28/1997,08/13/2018,2561 nt,4,plants
Geminiviridae,Bean yellow mosaic Mexico virus,strain:06.05.11,NC_015487,05/06/2011,08/13/2018,2641 nt,4,plants
Geminiviridae,Beet curly top Iran virus,strain:K; isolate:Kerman,NC_010417,03/04/2008,08/13/2018,2845 nt,5,plants
Geminiviridae,Beet curly top virus,isolate:California [Logan],NC_001412,04/28/1993,08/13/2018,2994 nt,6,plants
Geminiviridae,Bhendi yellow vein Bhubhaneswar virus,isolate:OYBHU,NC_012041,02/05/2009,08/13/2018,2757 nt,7,plants
Geminiviridae,Bhendi yellow vein Delhi virus [2004:New Delhi],isolate:OY131,NC_011919,01/22/2009,08/13/2018,2751 nt,7,plants
Geminiviridae,Bhendi yellow vein Haryana virus [2003:Karnal],isolate:OY76,NC_043513,06/28/2019,06/28/2019,2740 nt,7,plants
Geminiviridae,Bhendi yellow vein India virus [India:Dharwad OYDWR2:2006],isolate:OYDWR2,NC_014845,01/07/2011,08/13/2018,2739 nt,7,plants
Geminiviridae,Bhendi yellow vein mosaic virus,isolate:Bhendi yellow vein mosaic virus-[Madurai],NC_003418,04/13/2000,08/13/2018,2741 nt,7,plants
Geminiviridae,Bitter gourd yellow vein virus,isolate:BD12C8,"['NC_024894', 'NC_024895']",09/18/2014,08/13/2018,5453 nt,9,plants
Geminiviridae,Blainvillea yellow spot virus,isolate:BR:Coi25:07,"['NC_010838', 'NC_010837']",06/12/2008,08/13/2018,5300 nt,7,plants
Geminiviridae,Blechum interveinal chlorosis virus,isolate:Campeche,"['NC_019035', 'NC_019036']",11/01/2012,08/13/2018,5285 nt,7,plants
Geminiviridae,Boerhavia yellow spot virus,isolate:Yucatan,NC_038439,08/24/2018,08/24/2018,2621 nt,4,plants
Geminiviridae,Bromus catharticus striate mosaic virus,isolate:AU QL 99,NC_014822,12/28/2010,08/13/2018,2797 nt,4,plants
Geminiviridae,Cabbage leaf curl Jamaica virus,isolate:CUc-3,"['NC_038792', 'NC_038793']",08/24/2018,08/24/2018,5069 nt,7,plants
Geminiviridae,Cabbage leaf curl virus,-,"['NC_003887', 'NC_003866']",11/01/1996,08/13/2018,5096 nt,7,plants
Geminiviridae,Camellia chlorotic dwarf-associated virus,isolate:Ca-1,NC_040817,02/12/2019,02/12/2019,3687 nt,6,plants
Geminiviridae,Capraria yellow spot Yucatan virus,-,"['NC_022007', 'NC_022008']",08/09/2013,08/13/2018,5208 nt,7,plants
Geminiviridae,Cassava mosaic Madagascar virus,isolate:MG:Tol:06,"['NC_017004', 'NC_017005']",03/11/2012,08/13/2018,5510 nt,8,plants
Geminiviridae,Catharanthus yellow mosaic virus,isolate:DR-151,NC_025964,12/16/2014,08/13/2018,2752 nt,6,plants
Geminiviridae,Centrosema yellow spot virus,isolate:BR:Car1:09,NC_016998,03/23/2012,08/13/2018,2675 nt,5,plants
Geminiviridae,Chayote yellow mosaic virus,-,NC_004618,01/05/1998,08/13/2018,2787 nt,5,plants
Geminiviridae,Chenopodium leaf curl virus,-,NC_038440,08/24/2018,08/24/2018,2626 nt,6,plants
Geminiviridae,Chickpea chlorosis Australia virus,isolate:CpCV-D_AU_3494I_2002,NC_022131,08/25/2013,08/13/2018,2572 nt,4,plants
Geminiviridae,Chickpea chlorosis virus-A,isolate:3455C,NC_014740,12/01/2010,08/13/2018,2582 nt,4,plants
Geminiviridae,Chickpea chlorotic dwarf virus,-,NC_011058,07/17/2008,08/13/2018,2584 nt,4,plants
Geminiviridae,Chickpea redleaf virus,isolate:Qld 22,NC_014739,12/01/2010,08/13/2018,2605 nt,4,plants
Geminiviridae,Chickpea yellow dwarf virus,isolate:CpYDV-PK_PK103_2012,NC_025475,11/17/2014,08/13/2018,2547 nt,4,plants
Geminiviridae,Chickpea yellows virus,isolate:CpYV_AU_3489B_2002,NC_038478,08/24/2018,08/24/2018,2557 nt,4,plants
Geminiviridae,Chilli leaf curl Ahmedabad virus-India [India/Ahmedabad/2014],-,NC_028046,10/14/2015,08/13/2018,2744 nt,6,plants
Geminiviridae,Chilli leaf curl India virus,-,NC_038875,03/01/2010,08/24/2018,2755 nt,6,plants
Geminiviridae,Chilli leaf curl Kanpur virus [India/Kanpur/2008],isolate:India/Kanpur/Chilli/2008,NC_038441,08/24/2018,08/24/2018,2754 nt,6,plants
Geminiviridae,Chilli leaf curl Vellanad virus [India/Vellanad/2008],isolate:India/Vellanad/Chilli/2008,NC_038442,08/24/2018,08/24/2018,2788 nt,6,plants
Geminiviridae,Chilli leaf curl virus,isolate:Multan,NC_004628,03/21/2003,08/13/2018,2754 nt,6,plants
Geminiviridae,Chino del tomate Amazonas virus,isolate:AM10,NC_038443,08/24/2018,08/24/2018,2615 nt,4,plants
Geminiviridae,Chino del tomate virus,isolate:IC,"['NC_003831', 'NC_003830']",03/04/1999,08/13/2018,5213 nt,7,plants
Geminiviridae,Chloris striate mosaic virus,-,NC_001466,08/02/1993,08/13/2018,2750 nt,5,plants
Geminiviridae,Citrus chlorotic dwarf associated virus,isolate:TK4,NC_018151,07/17/2012,08/13/2018,3640 nt,5,plants
Geminiviridae,Cleome golden mosaic virus,isolate:BA 05,NC_015397,04/25/2011,08/13/2018,2566 nt,3,plants
Geminiviridae,Cleome leaf crumple virus,isolate:BgV05B.1.C52,"['NC_016572', 'NC_016578']",01/17/2012,08/13/2018,5386 nt,7,plants
Geminiviridae,Clerodendron golden mosaic virus,-,"['NC_010714', 'NC_010713']",05/20/2008,08/13/2018,5524 nt,8,plants
Geminiviridae,Clerodendron yellow mosaic virus,isolate:iari,NC_009451,05/11/2007,08/13/2018,2760 nt,6,plants
Geminiviridae,Clerodendrum golden mosaic China virus,isolate:Fz7,"['NC_011347', 'NC_011346']",10/09/2008,08/13/2018,5515 nt,8,plants
Geminiviridae,Clerodendrum golden mosaic Jiangsu virus,-,NC_038876,06/05/2009,08/24/2018,2753 nt,6,plants
Geminiviridae,Cnidoscolus mosaic leaf deformation virus,isolate:BR-Mes3-15,"['NC_040184', 'NC_038982']",12/27/2018,06/04/2019,5254 nt,7,plants
Geminiviridae,Coccinia mosaic Tamil Nadu virus,isolate:TN TDV Coc 1,"['NC_024809', 'NC_024810']",11/17/2014,08/13/2018,5440 nt,8,plants
Geminiviridae,Common bean mottle virus,isolate:CU/Mayabeque 6/2014,"['NC_040189', 'NC_038988']",12/27/2018,12/27/2018,5235 nt,7,plants
Geminiviridae,Common bean severe mosaic virus,isolate:Cuba/Mayabeque 16/2014,"['NC_031961', 'NC_040190']",09/21/2017,08/13/2018,5190 nt,7,plants
Geminiviridae,Corchorus golden mosaic virus,-,"['NC_009644', 'NC_009646']",07/06/2007,08/13/2018,5326 nt,7,plants
Geminiviridae,Corchorus yellow spot virus,-,"['NC_008493', 'NC_008492']",10/20/2006,08/13/2018,5195 nt,6,plants
Geminiviridae,Corchorus yellow vein mosaic virus,isolate:CEA8,NC_020473,03/08/2013,08/13/2018,2743 nt,7,plants
Geminiviridae,Corchorus yellow vein virus - [Hoa Binh],isolate:Hoa Binh,"['NC_006358', 'NC_006359']",10/07/2004,08/13/2018,5415 nt,7,plants
Geminiviridae,Cotton chlorotic spot virus,isolate:Brazil:CampinaGrandeB012:2009,"['NC_038794', 'NC_038795']",08/24/2018,08/24/2018,5320 nt,7,plants
Geminiviridae,Cotton leaf crumple virus,-,"['NC_004581', 'NC_004580']",03/06/2003,08/13/2018,5180 nt,6,plants
Geminiviridae,Cotton leaf curl Alabad virus,strain:Pakistan; isolate:clc802a,NC_004582,03/31/1998,08/13/2018,2744 nt,6,plants
Geminiviridae,Cotton leaf curl Bangalore virus,-,NC_007290,08/05/2005,08/13/2018,2751 nt,6,plants
Geminiviridae,Cotton leaf curl Burewala virus,isolate:India:Vehari:2004,NC_012137,01/10/2009,08/13/2018,2759 nt,5,plants
Geminiviridae,Cotton leaf curl Gezira virus,-,NC_002510,06/10/1999,08/13/2018,2764 nt,6,plants
Geminiviridae,Cotton leaf curl Gezira virus-[Cotton],isolate:CLCuV-SD,NC_038444,08/24/2018,08/24/2018,2761 nt,5,plants
Geminiviridae,Cotton leaf curl Kokhran virus,strain:Pakistan; isolate:clc806b,NC_004583,03/31/1998,08/13/2018,2748 nt,6,plants
Geminiviridae,Cotton leaf curl Multan virus,isolate:CLCuV-G,"['NC_003199', 'NC_004607']",06/20/2001,08/13/2018,5505 nt,12,plants
Geminiviridae,Gossypium darwinii symptomless virus,isolate:Dar1,NC_011804,01/05/2009,08/13/2018,2740 nt,6,plants
Geminiviridae,Cotton leaf curl Shahdadpur virus,isolate:Sha,NC_029648,01/07/2010,08/13/2018,2748 nt,6,plants
Geminiviridae,Cotton leaf curl virus,isolate:Faz-14,NC_031760,11/10/2016,08/13/2018,2753 nt,7,plants
Geminiviridae,Cotton yellow mosaic virus,isolate:Benin-Gossypium raimondii-55-14,"['NC_030311', 'NC_030310']",06/17/2016,08/13/2018,5482 nt,8,plants
Geminiviridae,Cowpea golden mosaic virus-[Nigeria],isolate:Nsukka,NC_038445,08/24/2018,08/24/2018,2728 nt,6,plants
Geminiviridae,Crassocephalum yellow vein virus - Jinghong,isolate:Jinghong,NC_008794,01/16/2007,08/13/2018,2745 nt,6,plants
Geminiviridae,Croton yellow vein mosaic virus,-,NC_004300,09/18/2002,08/13/2018,2757 nt,7,plants
Geminiviridae,Croton yellow vein virus,-,NC_014473,08/26/2010,08/13/2018,2744 nt,6,plants
Geminiviridae,Cucurbit leaf crumple virus,-,"['NC_002984', 'NC_002985']",02/09/2000,08/13/2018,5232 nt,6,plants
Geminiviridae,Dalechampia chlorotic mosaic virus,isolate:Venezuela:Albarico 1020:2007,"['NC_018718', 'NC_018716']",10/04/2012,08/13/2018,5214 nt,7,plants
Geminiviridae,Datura leaf curl virus,isolate:Sudan-Datura 435-2016,NC_043531,06/28/2019,06/28/2019,2782 nt,6,plants
Geminiviridae,Datura leaf distortion virus,isolate:Venezuela:Rubio 933:2007,"['NC_018715', 'NC_018717']",10/04/2012,08/13/2018,5163 nt,7,plants
Geminiviridae,Deinbollia mosaic virus,isolate:DB_T1B,"['NC_029803', 'NC_029804']",04/09/2016,08/13/2018,5461 nt,8,plants
Geminiviridae,Desmodium leaf distortion virus,-,"['NC_008494', 'NC_008495']",10/20/2006,08/13/2018,5083 nt,6,plants
Geminiviridae,Desmodium mottle virus,isolate:UG5,"['NC_040192', 'NC_039001']",12/27/2018,12/27/2018,5480 nt,8,plants
Geminiviridae,Dicliptera yellow mottle virus,-,"['NC_003857', 'NC_003856']",01/12/2000,08/13/2018,5204 nt,6,plants
Geminiviridae,Digitaria ciliaris striate mosaic virus,isolate:AU-QG5-2011,NC_018579,09/10/2012,08/13/2018,2816 nt,4,plants
Geminiviridae,Digitaria didactyla striate mosaic virus,strain:DDSMV-[AU:QL:99],NC_014547,10/04/2010,08/13/2018,2762 nt,4,plants
Geminiviridae,Digitaria streak virus,-,NC_001478,08/02/1993,08/13/2018,2701 nt,4,plants
Geminiviridae,Dolichos yellow mosaic virus,isolate:DA,"['NC_024779', 'NC_005338']",09/18/2014,08/13/2018,5494 nt,8,plants
Geminiviridae,Dragonfly-associated mastrevirus,isolate:PR_NZ70_2009,NC_019497,11/21/2012,08/13/2018,2650 nt,4,plants
Geminiviridae,Duranta leaf curl virus,isolate:57SA,NC_038980,08/24/2018,08/24/2018,2759 nt,6,plants
Geminiviridae,East African cassava mosaic Cameroon virus,strain:WACMV/CM,"['NC_004625', 'NC_004630']",03/20/2003,08/13/2018,5543 nt,8,plants
Geminiviridae,East African cassava mosaic Kenya virus,isolate:EACMKV-[K298],"['NC_011584', 'NC_011583']",05/12/2006,08/13/2018,5573 nt,8,plants
Geminiviridae,East African cassava mosaic Malawi virus,-,"['NC_022645', 'NC_022644']",11/01/2013,08/13/2018,5558 nt,7,plants
Geminiviridae,East African cassava mosaic Malawi virus-Malawi[K],isolate:MK,NC_038877,11/16/1998,08/24/2018,2804 nt,3,plants
Geminiviridae,East African cassava mosaic Zanzibar virus,-,"['NC_004656', 'NC_004655']",03/28/2003,08/13/2018,5548 nt,8,plants
Geminiviridae,East African cassava mosaic virus,strain:Uganda2 Severe,"['NC_004674', 'NC_004676']",04/03/2003,08/13/2018,5576 nt,9,plants
Geminiviridae,Eclipta yellow vein virus,-,NC_016660,07/09/2013,08/13/2018,2740 nt,6,plants
Geminiviridae,Emilia sonchifolia yellow vein Thailand virus,isolate:TH4872-6,NC_035473,08/24/2017,08/13/2018,2746 nt,6,plants
Geminiviridae,Emilia yellow vein virus-[Fz1],isolate:Fz1,NC_010307,02/05/2008,08/13/2018,2725 nt,6,plants
Geminiviridae,Eragrostis curvula streak virus,isolate:ECSV-ZA-Esc1-g382-2008,NC_012664,05/08/2009,08/13/2018,2754 nt,3,plants
Geminiviridae,Eragrostis minor streak virus,-,NC_015553,05/20/2011,08/13/2018,2689 nt,4,plants
Geminiviridae,Eragrostis streak virus,isolate:ESV[ZmGur],NC_010352,02/20/2008,08/13/2018,2746 nt,3,plants
Geminiviridae,Erectites yellow mosaic virus,-,NC_009549,06/08/2007,08/13/2018,2751 nt,6,plants
Geminiviridae,Eupatorium yellow vein mosaic virus,-,NC_003556,08/01/2000,08/13/2018,2766 nt,6,plants
Geminiviridae,Eupatorium yellow vein virus-[SOJ3],isolate:Fukuoka-SOJ3,NC_038879,01/06/2003,08/24/2018,2778 nt,6,plants
Geminiviridae,Eupatorium yellow vein virus - [Yamaguchi],-,NC_043119,06/28/2019,06/28/2019,2765 nt,7,plants
Geminiviridae,Eupatorium yellow vein virus-[Japan:Kagawa:Tomato:1997],-,NC_043121,06/28/2019,06/28/2019,2767 nt,6,plants
Geminiviridae,Eupatorium yellow vein virus-[MNS2],isolate:Fukuoka-MNS2,NC_043418,01/06/2003,06/28/2019,2765 nt,6,plants
Geminiviridae,Eupatorium yellow vein virus-[Suya],isolate:Suya-2003,NC_043120,06/28/2019,06/28/2019,2760 nt,6,plants
Geminiviridae,Euphorbia caput-medusae latent virus,isolate:DAR12_CM243,NC_030238,05/31/2016,08/13/2018,2683 nt,7,plants
Geminiviridae,Euphorbia leaf curl Guangxi virus,-,NC_038881,01/08/2007,08/24/2018,2747 nt,6,plants
Geminiviridae,Euphorbia leaf curl virus,isolate:G35,NC_005319,01/05/2004,08/13/2018,2746 nt,6,plants
Geminiviridae,Euphorbia mosaic Peru virus,-,NC_039082,12/01/2007,08/24/2018,2600 nt,5,plants
Geminiviridae,Euphorbia mosaic virus,sub-species:Euphorbia mosaic virus - A [Mexico:Yucatan:2004],NC_008305,08/25/2006,08/13/2018,2602 nt,2,plants
Geminiviridae,Euphorbia mosaic virus - A [Mexico:Yucatan:2004],-,NC_008304,08/25/2006,08/13/2018,2613 nt,4,plants
Geminiviridae,Euphorbia yellow leaf curl virus,isolate:PK1A,NC_038976,08/24/2018,08/24/2018,2731 nt,6,plants
Geminiviridae,Euphorbia yellow mosaic virus,-,"['NC_012553', 'NC_012554']",04/09/2009,08/13/2018,5187 nt,6,plants
Geminiviridae,Exomis microphylla associated virus,isolate:2-90-C1,NC_037065,02/22/2018,08/13/2018,2974 nt,5,plants
Geminiviridae,French bean leaf curl virus,isolate:FbLCV-Kanpur,NC_018090,06/28/2012,08/13/2018,2741 nt,7,plants
Geminiviridae,French bean severe leaf curl virus,isolate:FbSLSV-1,NC_018453,08/21/2012,08/13/2018,2771 nt,2,plants
Geminiviridae,Gossypium punctatum mild leaf curl virus,-,"['NC_011805', 'NC_012120']",01/05/2009,08/13/2018,5462 nt,8,plants
Geminiviridae,Grapevine geminivirus A,isolate:Tamar,NC_031340,10/13/2016,08/13/2018,2905 nt,6,plants
Geminiviridae,Grapevine red blotch virus,isolate:CF214-1,NC_022002,08/07/2013,08/13/2018,3206 nt,6,plants
Geminiviridae,Hedyotis uncinella yellow mosaic virus,isolate:VN1,NC_038448,08/24/2018,08/24/2018,2749 nt,9,plants
Geminiviridae,Hemidesmus yellow mosaic virus,-,NC_022073,08/14/2013,08/13/2018,2825 nt,7,plants
Geminiviridae,Hollyhock leaf crumple virus,isolate:Cairo,NC_004071,01/08/2002,08/13/2018,2755 nt,6,plants
Geminiviridae,Hollyhock leaf curl virus,isolate:[Pakistan:20-4:06] Faisalabad3,NC_038884,01/10/2012,08/24/2018,2748 nt,6,plants
Geminiviridae,Hollyhock yellow vein mosaic Islamabad virus,isolate:3AK,NC_027129,05/28/2015,08/13/2018,2741 nt,6,plants
Geminiviridae,Hollyhock yellow vein mosaic virus,isolate:[Pakistan:17-5:06] Lahore10,NC_016649,01/10/2012,08/13/2018,2750 nt,6,plants
Geminiviridae,Honeysuckle yellow vein Kagoshima virus,isolate:KG5TOB,NC_008793,01/16/2007,08/13/2018,2762 nt,6,plants
Geminiviridae,Honeysuckle yellow vein mosaic virus,-,NC_003609,08/01/2000,08/13/2018,2757 nt,6,plants
Geminiviridae,Honeysuckle yellow vein virus,strain:UK1,NC_005807,02/05/2003,08/13/2018,2784 nt,6,plants
Geminiviridae,Horsegram yellow mosaic virus,isolate:Coimbatore,"['NC_005635', 'NC_005636']",02/18/2004,08/13/2018,5405 nt,8,plants
Geminiviridae,Horseradish curly top virus,-,NC_002543,04/04/1996,08/13/2018,3080 nt,6,plants
Geminiviridae,Indian cassava mosaic virus,-,"['NC_001933', 'NC_001932']",07/29/1993,08/13/2018,5460 nt,10,plants
Geminiviridae,Ipomoea yellow vein virus,isolate:ES:Mal:IG1:06,NC_013022,07/27/2009,08/13/2018,2791 nt,6,plants
Geminiviridae,Jacquemontia mosaic Yucatan virus,-,"['NC_038796', 'NC_038797']",08/24/2018,08/24/2018,5193 nt,7,plants
Geminiviridae,Jacquemontia yellow mosaic virus,isolate:[Venezuela:Rio Cocollar 1250:2009],"['NC_040181', 'NC_038960']",12/27/2018,12/27/2018,5189 nt,7,plants
Geminiviridae,Jacquemontia yellow vein virus,isolate:1915,NC_043526,06/28/2019,06/28/2019,2585 nt,5,plants
Geminiviridae,Jatropha leaf crumple virus,isolate:SKJ1,NC_025725,11/26/2014,08/13/2018,2735 nt,7,plants
Geminiviridae,Jatropha leaf curl Gujarat virus,isolate:Gujarat,NC_038962,08/24/2018,08/24/2018,2758 nt,6,plants
Geminiviridae,Jatropha leaf curl virus,isolate:New Delhi,NC_011268,09/17/2008,08/13/2018,2743 nt,6,plants
Geminiviridae,Jatropha leaf yellow mosaic Katarniaghat virus,isolate:Katerniaghat 2,NC_038956,08/24/2018,08/24/2018,2744 nt,6,plants
Geminiviridae,Jatropha mosaic India virus-[Lucknow],strain:SK-2; isolate:Lucknow,NC_038449,08/24/2018,08/24/2018,2740 nt,6,plants
Geminiviridae,Jatropha mosaic Nigeria virus,isolate:2,NC_019034,11/01/2012,08/14/2018,2781 nt,6,plants
Geminiviridae,Jatropha mosaic virus,strain:Jamaica:Spanish Town:2004,"['NC_024012', 'NC_024013']",04/15/2014,08/13/2018,5198 nt,7,plants
Geminiviridae,Jatropha yellow mosaic virus,-,NC_011309,09/30/2008,08/13/2018,2757 nt,6,plants
Geminiviridae,Juncus maritimus associated virus,isolate:13-FMN-1,NC_037066,02/22/2018,08/13/2018,2740 nt,5,plants
Geminiviridae,Kenaf leaf curl virus-[India:Bahraich:2007],isolate:North India (Bahraich),NC_010435,03/12/2008,08/13/2018,2740 nt,7,plants
Geminiviridae,Kudzu mosaic virus,-,"['NC_009647', 'NC_009645']",07/06/2007,08/13/2018,5403 nt,8,plants
Geminiviridae,Leonurus mosaic virus,isolate:PR 88,NC_038450,08/24/2018,08/24/2018,2652 nt,3,plants
Geminiviridae,Limeum africanum associated virus,isolate:2-12-F,NC_037063,02/22/2018,08/13/2018,2963 nt,5,plants
Geminiviridae,Lindernia anagallis yellow vein virus,-,NC_009550,06/08/2007,08/13/2018,2740 nt,6,plants
Geminiviridae,Lisianthus enation leaf curl virus,strain:Lis; isolate:BG-1,NC_031466,10/19/2016,08/13/2018,2759 nt,6,plants
Geminiviridae,Ludwigia yellow vein Vietnam virus,-,NC_038451,08/24/2018,06/04/2019,2751 nt,6,plants
Geminiviridae,Ludwigia yellow vein virus,isolate:G37,NC_007210,07/21/2005,08/13/2018,2758 nt,6,plants
Geminiviridae,Luffa yellow mosaic virus,-,"['NC_004824', 'NC_004825']",06/06/2003,08/13/2018,5455 nt,8,plants
Geminiviridae,Lycianthes yellow mosaic virus,isolate:GD,"['NC_038978', 'NC_040187']",08/24/2018,08/24/2018,5456 nt,9,plants
Geminiviridae,Macroptilium bright mosaic virus,isolate:ALM33_5B,NC_031452,10/17/2016,08/13/2018,2636 nt,5,plants
Geminiviridae,Macroptilium common mosaic virus,isolate:BLM2_1S,"['NC_031453', 'NC_031448']",10/17/2016,08/13/2018,5230 nt,8,plants
Geminiviridae,Macroptilium golden mosaic virus,strain:Wissadula; isolate:August Town,"['NC_010953', 'NC_010952']",06/12/2008,08/13/2018,5158 nt,6,plants
Geminiviridae,Macroptilium golden yellow mosaic virus,isolate:DR:M45:16,"['NC_035487', 'NC_035488']",08/24/2017,08/13/2018,5224 nt,8,plants
Geminiviridae,Macroptilium mosaic Puerto Rico virus,-,"['NC_004097', 'NC_004098']",08/01/2002,08/13/2018,5186 nt,7,plants
Geminiviridae,Macroptilium yellow mosaic Florida virus,-,"['NC_004099', 'NC_004100']",08/01/2002,08/13/2018,5247 nt,7,plants
Geminiviridae,Macroptilium yellow mosaic virus,isolate:St. Thomas,"['NC_010647', 'NC_010648']",05/06/2008,08/13/2018,5223 nt,7,plants
Geminiviridae,Macroptilium yellow net virus,isolate:BR:Mur1:09,"['NC_017001', 'NC_017002']",03/23/2012,08/13/2018,5197 nt,7,plants
Geminiviridae,Macroptilium yellow spot virus,isolate:BR:Agf1:10,NC_016999,03/23/2012,08/13/2018,2660 nt,5,plants
Geminiviridae,Macroptilium yellow vein virus,isolate:BR:Mac4:10,NC_017000,03/23/2012,08/13/2018,2656 nt,5,plants
Geminiviridae,Maize streak Reunion virus,isolate:MSRV-RE_StP_PR52_2009,NC_017917,05/15/2012,08/13/2018,2882 nt,4,plants
Geminiviridae,Maize streak virus - A[Ama],strain:MSV-A; isolate:MSV-Ama,NC_001346,07/06/1989,08/13/2018,2689 nt,4,plants
Geminiviridae,Maize striate mosaic virus,isolate:MSMV_BR_976_Pla_2016,NC_040541,02/12/2019,02/12/2019,2746 nt,4,plants
Geminiviridae,Malachra yellow mosaic virus,isolate:Barasat,NC_039003,08/24/2018,08/24/2018,2739 nt,6,plants
Geminiviridae,Malvastrum bright yellow mosaic virus,isolate:Ma8S,"['NC_031458', 'NC_031459']",10/17/2016,08/13/2018,5213 nt,8,plants
Geminiviridae,Malvastrum leaf curl Guangdong virus,isolate:GD6,NC_008316,08/30/2006,08/13/2018,2767 nt,6,plants
Geminiviridae,Malvastrum leaf curl Philippines virus,isolate:Mc1,NC_021245,05/21/2013,08/13/2018,2742 nt,7,plants
Geminiviridae,Malvastrum leaf curl virus,isolate:G87,NC_007724,01/16/2006,08/13/2018,2745 nt,6,plants
Geminiviridae,Malvastrum yellow mosaic Helshire virus,isolate:Ma179A5,NC_038452,08/24/2018,08/24/2018,2609 nt,5,plants
Geminiviridae,Malvastrum yellow mosaic Jamaica virus,isolate:Ma9bB6,"['NC_038799', 'NC_038798']",08/24/2018,08/24/2018,5192 nt,7,plants
Geminiviridae,Malvastrum yellow mosaic virus,isolate:Hn36,NC_008559,10/30/2006,08/13/2018,2728 nt,6,plants
Geminiviridae,Malvastrum yellow vein Baoshan virus,isolate:Y278,NC_012665,04/30/2009,08/13/2018,2743 nt,6,plants
Geminiviridae,Malvastrum yellow vein virus,isolate:Y47,NC_004634,04/25/2002,08/13/2018,2731 nt,6,plants
Geminiviridae,Malvastrum yellow vein Cambodia virus,isolate:08,NC_026763,04/04/2015,08/13/2018,2737 nt,6,plants
Geminiviridae,Malvastrum yellow vein Changa Manga virus,-,NC_014647,10/31/2010,08/13/2018,2754 nt,6,plants
Geminiviridae,Mesta yellow vein mosaic virus,isolate:Barackpore,NC_009088,03/07/2007,08/13/2018,2728 nt,6,plants
Geminiviridae,Malvastrum yellow vein Honghe virus,isolate:Y249,NC_030749,09/24/2009,08/13/2018,2740 nt,6,plants
Geminiviridae,Malvastrum yellow vein Yunnan virus,isolate:Y160,NC_006631,01/08/2005,08/13/2018,2747 nt,6,plants
Geminiviridae,Melochia mosaic virus,isolate:Brazil-Corumba B25-2014,"['NC_028140', 'NC_028141']",11/01/2015,08/13/2018,5213 nt,7,plants
Geminiviridae,Melochia yellow mosaic virus,isolate:Brazil-Corumba B26-2014,"['NC_028143', 'NC_028142']",11/01/2015,08/13/2018,5288 nt,7,plants
Geminiviridae,Melon chlorotic leaf curl virus-[Guatemala],-,"['NC_004732', 'NC_028138']",04/17/2003,08/13/2018,5300 nt,6,plants
